instruction,input,groundtruth,response
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: <*> New: <*>,"Log message: [BEGIN] Address change detected. Old: <num>/<IP address>:<port> New: <num>:<port> [END]
Where:
* <num> is a placeholder for the old IP address or hostname.
* <IP address> is a placeholder for the old IP address in dotted decimal notation (e.g. 10.190.173.170).
* <port> is a placeholder for the old port number (e.g. 9000).</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 259 seconds.  Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"Log template: [BEGIN] Failed to renew lease for <name>, for <time> seconds. Will retry shortly ... [END]
Where:
* <name> is the name of the DFS client (in this case, ""DFSClient_NONMAPREDUCE_1537864556_1"")
* <time> is the duration of the lease renewal failure (in this case, 259 seconds)</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Address change detected. Old: <*> New: <*>,"Log template: [BEGIN] Address change detected. Old: <IP address>/<port>, New: <IP address>:<port> [END]
Result: [BEGIN] Address change detected. Old: msra-sa-41/10.190.173.170:8030, New: msra-sa-41:8030 [END]</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: <*> New: <*>,"Log message: [BEGIN] Address change detected. Old: <num>/<IP address>:<port> New: <num>:<port> [END]
Where:
* <num> is a placeholder for the old IP address or hostname.
* <IP address> is a placeholder for the old IP address in dotted decimal notation (e.g. 10.190.173.170).
* <port> is a placeholder for the old port number (e.g. 9000).</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 260 seconds.  Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"Log template: [BEGIN] Failed to renew lease for <name>, for <time>, will retry shortly ... [END]
Where:
* <name> is the name of the DFS client (in this case, ""DFSClient_NONMAPREDUCE_1537864556_1"")
* <time> is the duration of the lease renewal attempt (in this case, 260 seconds)</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.","Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)","Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","Log message: [BEGIN] Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS) [END]
Log template: [BEGIN] Retrying connect to server: <server>, Already tried <num> time(s); retry policy is <retryPolicy> [END]</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",ERROR IN CONTACTING RM.,ERROR IN CONTACTING RM.,"Log template: [BEGIN] ERROR <message>, [END]
Log message: [BEGIN] ERROR IN CONTACTING RM. [END]
Log template: [BEGIN] ERROR <message>, [END]</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: <*> New: <*>,"Log message: [BEGIN] Address change detected. Old: <num>/<IP address>:<port> New: <num>:<port> [END]
Where:
* <num> is a placeholder for the old IP address or hostname.
* <IP address> is a placeholder for the old IP address in dotted decimal notation (e.g. 10.190.173.170).
* <port> is a placeholder for the old port number (e.g. 9000).</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 261 seconds.  Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"Log template: [BEGIN] Failed to renew lease for <name>, for <time> seconds. Will retry shortly ... [END]
Where:
* <name> is the name of the DFS client (in this case, ""DFSClient_NONMAPREDUCE_1537864556_1"")
* <time> is the duration of the lease renewal attempt (in this case, 261 seconds)</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Address change detected. Old: <*> New: <*>,"Log template: [BEGIN] Address change detected. Old: <IP address>/<port>, New: <IP address>:<port> [END]
Result: [BEGIN] Address change detected. Old: msra-sa-41/10.190.173.170:8030, New: msra-sa-41:8030 [END]</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: <*> New: <*>,"Log message: [BEGIN] Address change detected. Old: <num>/<IP address>:<port> New: <num>:<port> [END]
Where:
* <num> is a placeholder for the old IP address or hostname.
* <IP address> is a placeholder for the old IP address in dotted decimal notation (e.g. 10.190.173.170).
* <port> is a placeholder for the old port number (e.g. 9000).</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 262 seconds.  Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"Log template: [BEGIN] Failed to renew lease for <name>, for <time> seconds. Will retry shortly ... [END]
Where:
* <name> is the name of the DFS client (in this case, ""DFSClient_NONMAPREDUCE_1537864556_1"")
* <time> is the duration of the lease renewal failure (in this case, 262 seconds)</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.","Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)","Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","Log message: [BEGIN] Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS) [END]
Log template: [BEGIN] Retrying connect to server: <server>, Already tried <num> time(s); retry policy is <retryPolicy> [END]</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",ERROR IN CONTACTING RM.,ERROR IN CONTACTING RM.,"Log template: [BEGIN] ERROR <message>, [END]
Log message: [BEGIN] ERROR IN CONTACTING RM. [END]
Log template: [BEGIN] ERROR <message>, [END]</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: <*> New: <*>,"Log message: [BEGIN] Address change detected. Old: <num>/<IP address>:<port> New: <num>:<port> [END]
Where:
* <num> is a placeholder for the old IP address or hostname.
* <IP address> is a placeholder for the old IP address in dotted decimal notation (e.g. 10.190.173.170).
* <port> is a placeholder for the old port number (e.g. 9000).</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 263 seconds.  Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"Log template: [BEGIN] Failed to renew lease for <name>, for <time> seconds. Will retry shortly ... [END]
Where:
* <name> is the name of the DFS client (in this case, ""DFSClient_NONMAPREDUCE_1537864556_1"")
* <time> is the duration of the lease renewal attempt in seconds (in this case, 263 seconds)</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Address change detected. Old: <*> New: <*>,"Log template: [BEGIN] Address change detected. Old: <IP address>/<port>, New: <IP address>:<port> [END]
Result: [BEGIN] Address change detected. Old: msra-sa-41/10.190.173.170:8030, New: msra-sa-41:8030 [END]</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: <*> New: <*>,"Log message: [BEGIN] Address change detected. Old: <num>/<IP address>:<port> New: <num>:<port> [END]
Where:
* <num> is a placeholder for the old IP address or hostname.
* <IP address> is a placeholder for the old IP address in dotted decimal notation (e.g. 10.190.173.170).
* <port> is a placeholder for the old port number (e.g. 9000).</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 264 seconds.  Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"Log template: [BEGIN] Failed to renew lease for <name>, for <time>, will retry shortly ... [END]
Where:
* <name> is the name of the DFS client (in this case, ""DFSClient_NONMAPREDUCE_1537864556_1"")
* <time> is the duration of the lease renewal attempt (in this case, 264 seconds)</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.","Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)","Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","Log message: [BEGIN] Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS) [END]
Log template: [BEGIN] Retrying connect to server: <server>, Already tried <num> time(s); retry policy is <retryPolicy> [END]</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",ERROR IN CONTACTING RM.,ERROR IN CONTACTING RM.,"Log template: [BEGIN] ERROR <message>, [END]
Log message: [BEGIN] ERROR IN CONTACTING RM. [END]
Log template: [BEGIN] ERROR <message>, [END]</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: <*> New: <*>,"Log message: [BEGIN] Address change detected. Old: <num>/<IP address>:<port> New: <num>:<port> [END]
Where:
* <num> is a placeholder for the old IP address or hostname.
* <IP address> is a placeholder for the old IP address in dotted decimal notation (e.g. 10.190.173.170).
* <port> is a placeholder for the old port number (e.g. 9000).</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 265 seconds.  Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"Log template: [BEGIN] Failed to renew lease for <name>, for <time>, will retry shortly ... [END]
Where:
* <name> is the name of the DFS client (in this case, ""DFSClient_NONMAPREDUCE_1537864556_1"")
* <time> is the duration of the lease renewal attempt (in this case, 265 seconds)</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Address change detected. Old: <*> New: <*>,"Log template: [BEGIN] Address change detected. Old: <IP address>/<port>, New: <IP address>:<port> [END]
Result: [BEGIN] Address change detected. Old: msra-sa-41/10.190.173.170:8030, New: msra-sa-41:8030 [END]</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: <*> New: <*>,"Log message: [BEGIN] Address change detected. Old: <num>/<IP address>:<port> New: <num>:<port> [END]
Where:
* <num> is a placeholder for the old IP address or hostname.
* <IP address> is a placeholder for the old IP address in dotted decimal notation (e.g. 10.190.173.170).
* <port> is a placeholder for the old port number (e.g. 9000).</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 266 seconds.  Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"Log template: [BEGIN] Failed to renew lease for <name>, for <time>, will retry shortly ... [END]
Where:
* <name> is the name of the DFS client (in this case, ""DFSClient_NONMAPREDUCE_1537864556_1"")
* <time> is the duration of the lease renewal attempt (in this case, 266 seconds)</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.","Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)","Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","Log message: [BEGIN] Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS) [END]
Log template: [BEGIN] Retrying connect to server: <server>, Already tried <num> time(s); retry policy is <retryPolicy> [END]</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",ERROR IN CONTACTING RM.,ERROR IN CONTACTING RM.,"Log template: [BEGIN] ERROR <message>, [END]
Log message: [BEGIN] ERROR IN CONTACTING RM. [END]
Log template: [BEGIN] ERROR <message>, [END]</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: <*> New: <*>,"Log message: [BEGIN] Address change detected. Old: <num>/<IP address>:<port> New: <num>:<port> [END]
Where:
* <num> is a placeholder for the old IP address or hostname.
* <IP address> is a placeholder for the old IP address in dotted decimal notation (e.g. 10.190.173.170).
* <port> is a placeholder for the old port number (e.g. 9000).</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 267 seconds.  Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"Log template: [BEGIN] Failed to renew lease for <name>, for <time> seconds. Will retry shortly ... [END]
Where:
* <name> is the name of the DFS client (in this case, ""DFSClient_NONMAPREDUCE_1537864556_1"")
* <time> is the duration of the lease renewal attempt (in this case, 267 seconds)</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Address change detected. Old: <*> New: <*>,"Log template: [BEGIN] Address change detected. Old: <IP address>/<port>, New: <IP address>:<port> [END]
Result: [BEGIN] Address change detected. Old: msra-sa-41/10.190.173.170:8030, New: msra-sa-41:8030 [END]</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: <*> New: <*>,"Log message: [BEGIN] Address change detected. Old: <num>/<IP address>:<port> New: <num>:<port> [END]
Where:
* <num> is a placeholder for the old IP address or hostname.
* <IP address> is a placeholder for the old IP address in dotted decimal notation (e.g. 10.190.173.170).
* <port> is a placeholder for the old port number (e.g. 9000).</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 268 seconds.  Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"Log template: [BEGIN] Failed to renew lease for <name>, for <time> seconds. Will retry shortly ... [END]
Where:
* <name> is the name of the DFS client (in this case, ""DFSClient_NONMAPREDUCE_1537864556_1"")
* <time> is the duration of the lease renewal attempt (in this case, 268 seconds)</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.","Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)","Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","Log message: [BEGIN] Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS) [END]
Log template: [BEGIN] Retrying connect to server: <server>, Already tried <num> time(s); retry policy is <retryPolicy> [END]</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",ERROR IN CONTACTING RM.,ERROR IN CONTACTING RM.,"Log template: [BEGIN] ERROR <message>, [END]
Log message: [BEGIN] ERROR IN CONTACTING RM. [END]
Log template: [BEGIN] ERROR <message>, [END]</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: <*> New: <*>,"Log message: [BEGIN] Address change detected. Old: <num>/<IP address>:<port> New: <num>:<port> [END]
Where:
* <num> is a placeholder for the old IP address or hostname.
* <IP address> is a placeholder for the old IP address in dotted decimal notation (e.g. 10.190.173.170).
* <port> is a placeholder for the old port number (e.g. 9000).</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 269 seconds.  Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"Log template: [BEGIN] Failed to renew lease for <name>, for <time> seconds. Will retry shortly ... [END]
Where:
* <name> is the name of the DFS client (in this case, ""DFSClient_NONMAPREDUCE_1537864556_1"")
* <time> is the duration of the lease renewal failure (in this case, 269 seconds)</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Address change detected. Old: <*> New: <*>,"Log template: [BEGIN] Address change detected. Old: <IP address>/<port>, New: <IP address>:<port> [END]
Result: [BEGIN] Address change detected. Old: msra-sa-41/10.190.173.170:8030, New: msra-sa-41:8030 [END]</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: <*> New: <*>,"Log message: [BEGIN] Address change detected. Old: <num>/<IP address>:<port> New: <num>:<port> [END]
Where:
* <num> is a placeholder for the old IP address or hostname.
* <IP address> is a placeholder for the old IP address in dotted decimal notation (e.g. 10.190.173.170).
* <port> is a placeholder for the old port number (e.g. 9000).</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 270 seconds.  Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"Log template: [BEGIN] Failed to renew lease for <name>, for <time>, will retry shortly ... [END]
Where:
* <name> is the name of the DFS client (in this case, ""DFSClient_NONMAPREDUCE_1537864556_1"")
* <time> is the duration of the lease renewal attempt (in this case, 270 seconds)</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.","Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)","Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","Log message: [BEGIN] Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS) [END]
Log template: [BEGIN] Retrying connect to server: <server>, Already tried <num> time(s); retry policy is <retryPolicy> [END]</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",ERROR IN CONTACTING RM.,ERROR IN CONTACTING RM.,"Log template: [BEGIN] ERROR <message>, [END]
Log message: [BEGIN] ERROR IN CONTACTING RM. [END]
Log template: [BEGIN] ERROR <message>, [END]</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: <*> New: <*>,"Log message: [BEGIN] Address change detected. Old: <num>/<IP address>:<port> New: <num>:<port> [END]
Where:
* <num> is a placeholder for the old IP address or hostname.
* <IP address> is a placeholder for the old IP address in dotted decimal notation (e.g. 10.190.173.170).
* <port> is a placeholder for the old port number (e.g. 9000).</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 271 seconds.  Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"Log template: [BEGIN] Failed to renew lease for <name>, for <time> seconds. Will retry shortly ... [END]
Where:
* <name> is the name of the DFS client (in this case, ""DFSClient_NONMAPREDUCE_1537864556_1"")
* <time> is the duration of the lease renewal failure (in this case, 271 seconds)</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Address change detected. Old: <*> New: <*>,"Log template: [BEGIN] Address change detected. Old: <IP address>/<port>, New: <IP address>:<port> [END]
Result: [BEGIN] Address change detected. Old: msra-sa-41/10.190.173.170:8030, New: msra-sa-41:8030 [END]</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: <*> New: <*>,"Log message: [BEGIN] Address change detected. Old: <num>/<IP address>:<port> New: <num>:<port> [END]
Where:
* <num> is a placeholder for the old IP address or hostname.
* <IP address> is a placeholder for the old IP address in dotted decimal notation (e.g. 10.190.173.170).
* <port> is a placeholder for the old port number (e.g. 9000).</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 272 seconds.  Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"Log template: [BEGIN] Failed to renew lease for <name>, for <time>, will retry shortly ... [END]
Where:
* <name> is the name of the DFS client (in this case, ""DFSClient_NONMAPREDUCE_1537864556_1"")
* <time> is the duration of the lease renewal attempt (in this case, 272 seconds)</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.","Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)","Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","Log message: [BEGIN] Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS) [END]
Log template: [BEGIN] Retrying connect to server: <server>, Already tried <num> time(s); retry policy is <retryPolicy> [END]</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",ERROR IN CONTACTING RM.,ERROR IN CONTACTING RM.,"Log template: [BEGIN] ERROR <message>, [END]
Log message: [BEGIN] ERROR IN CONTACTING RM. [END]
Log template: [BEGIN] ERROR <message>, [END]</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: <*> New: <*>,"Log message: [BEGIN] Address change detected. Old: <num>/<IP address>:<port> New: <num>:<port> [END]
Where:
* <num> is a placeholder for the old IP address or hostname.
* <IP address> is a placeholder for the old IP address in dotted decimal notation (e.g. 10.190.173.170).
* <port> is a placeholder for the old port number (e.g. 9000).</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 273 seconds.  Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"Log template: [BEGIN] Failed to renew lease for <name>, for <time> seconds. Will retry shortly ... [END]
Where:
* <name> is the name of the DFS client (in this case, ""DFSClient_NONMAPREDUCE_1537864556_1"")
* <time> is the duration of the lease renewal failure (in this case, 273 seconds)</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Address change detected. Old: <*> New: <*>,"Log template: [BEGIN] Address change detected. Old: <IP address>/<port>, New: <IP address>:<port> [END]
Result: [BEGIN] Address change detected. Old: msra-sa-41/10.190.173.170:8030, New: msra-sa-41:8030 [END]</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: <*> New: <*>,"Log message: [BEGIN] Address change detected. Old: <num>/<IP address>:<port> New: <num>:<port> [END]
Where:
* <num> is a placeholder for the old IP address or hostname.
* <IP address> is a placeholder for the old IP address in dotted decimal notation (e.g. 10.190.173.170).
* <port> is a placeholder for the old port number (e.g. 9000).</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 274 seconds.  Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"Log template: [BEGIN] Failed to renew lease for <name>, for <time>, will retry shortly ... [END]
Where:
* <name> is the name of the DFS client (in this case, ""DFSClient_NONMAPREDUCE_1537864556_1"")
* <time> is the duration of the lease renewal attempt (in this case, 274 seconds)</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.","Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)","Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","Log message: [BEGIN] Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS) [END]
Log template: [BEGIN] Retrying connect to server: <server>, Already tried <num> time(s); retry policy is <retryPolicy> [END]</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",ERROR IN CONTACTING RM.,ERROR IN CONTACTING RM.,"Log template: [BEGIN] ERROR <message>, [END]
Log message: [BEGIN] ERROR IN CONTACTING RM. [END]
Log template: [BEGIN] ERROR <message>, [END]</s>"
"As a log parser, you will be given a log message, and you need to replace variables with <*> to extract the corresponding template.",Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: <*> New: <*>,"Log message: [BEGIN] Address change detected. Old: <num>/<IP address>:<port> New: <num>:<port> [END]
Where:
* <num> is a placeholder for the old IP address or hostname.
* <IP address> is a placeholder for the old IP address in dotted decimal notation (e.g. 10.190.173.170).
* <port> is a placeholder for the old port number (e.g. 9000).</s>"
