input,groundtruth,prediction
HBM brightnessOut =38,HBM brightnessOut =<*>,The template is 'HBM brightnessOut =<*>'.</s>
"Animating brightness: target=38, rate=200","Animating brightness: target=<*>, rate=<*>",The template is 'Animating brightness: <*> target=<*> rate=<*>'.</s>
HBM brightnessIn =38,HBM brightnessIn =<*>,The template is 'HBM brightnessIn =<*>'.</s>
HBM brightnessOut =38,HBM brightnessOut =<*>,The template is 'HBM brightnessOut =<*>'.</s>
"Animating brightness: target=38, rate=200","Animating brightness: target=<*>, rate=<*>",The template is 'Animating brightness: <*> target=<*> rate=<*>'.</s>
"userActivityNoUpdateLocked: eventTime=261984484, event=2, flags=0x0, uid=1000","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","The template is 'userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>'</s>"
"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",The template is 'PacketResponder <*> for block <*> terminating'.</s>
"sending alarm Alarm{d764221 type 3 when 509262332 PendingIntent{1749923: PendingIntentRecord{9600e20 android broadcastIntent}}},repeatInterval = 0,listenerTag =time_tick","sending alarm Alarm{<*> type <*> when <*> PendingIntent{<*>: PendingIntentRecord{<*> android broadcastIntent}}},repeatInterval = <*>,listenerTag =time_tick","The template is 'sending alarm Alarm{<*> type <*> when <*> PendingIntent{<*> PendingIntentRecord{<*>}}},repeatInterval = <*>,listenerTag =<*>'.</s>"
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",The template is 'PacketResponder <*> for block <*> terminating'.</s>
"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".","Acquiring suspend blocker ""PowerManagerService.WakeLocks"".","The template is 'Acquiring suspend blocker ""PowerManagerService.WakeLocks"".'</s>"
Received TIME_TICK alarm; rescheduling,Received TIME_TICK alarm; rescheduling,The template is 'Received <*> alarm; rescheduling'.</s>
scheduleTimeTickEvent triggerAtTime = 509322332,scheduleTimeTickEvent triggerAtTime = <*>,The template is 'scheduleTimeTickEvent triggerAtTime = <*>'.</s>
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","The template is 'updateClipping isOverlap:false, getTopPadding=<*>, Translation=<*>'.</s>"
updateDimmedActivatedHideSensitive overlap:false,updateDimmedActivatedHideSensitive overlap:<*>,The template is 'updateDimmedActivatedHideSensitive overlap:false'</s>
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","The template is 'updateClipping isOverlap:false, getTopPadding=<*>, Translation=<*>'.</s>"
updateDimmedActivatedHideSensitive overlap:false,updateDimmedActivatedHideSensitive overlap:<*>,The template is 'updateDimmedActivatedHideSensitive overlap:false'</s>
received broadcast android.intent.action.TIME_TICK,received broadcast <*>,The template is 'received broadcast android.intent.action.TIME_TICK'.</s>
handleTimeUpdate,handleTimeUpdate,The template is 'handleTimeUpdate'</s>
HBM brightnessIn =38,HBM brightnessIn =<*>,The template is 'HBM brightnessIn =<*>'.</s>
HBM brightnessOut =38,HBM brightnessOut =<*>,The template is 'HBM brightnessOut =<*>'.</s>
"Animating brightness: target=38, rate=200","Animating brightness: target=<*>, rate=<*>",The template is 'Animating brightness: <*> target=<*> rate=<*>'.</s>
playSoundEffect   effectType: 0,playSoundEffect effectType: <*>,The template is 'playSoundEffect <*> effectType: <*>'.</s>
querySoundEffectsEnabled...,querySoundEffectsEnabled...,The template is 'querySoundEffectsEnabled...'</s>
Destroying surface Surface(name=PopupWindow:9b04807) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,Destroying surface Surface(name=<*>) called by <*>,The template is 'Destroying surface <*> called by <*>'.</s>
isWiredHeadsetOn...,isWiredHeadsetOn...,The template is 'isWiredHeadsetOn...'</s>
Destroying surface Surface(name=PopupWindow:317e46) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,Destroying surface Surface(name=<*>) called by <*>,The template is 'Destroying surface <*> called by <*>'.</s>
"acquire lock=191063310, flags=0x1, tag=""AudioMix"", name=audioserver, ws=null, uid=1041, pid=0","acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","The template is 'acquire lock=<*> flags=<*> tag=""<*>"" name=<*> ws=null uid=<*> pid=<*>'.</s>"
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",The template is 'PacketResponder <*> for block <*> terminating'.</s>
"acquire lock=149977903, flags=0x1, tag=""AudioMix"", name=audioserver, ws=null, uid=1041, pid=0","acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","The template is 'acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=null, uid=<*>, pid=<*>'.</s>"
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",The template is 'PacketResponder <*> for block <*> terminating'.</s>
"acquire lock=155645244, flags=0x1, tag=""AudioMix"", name=audioserver, ws=null, uid=1041, pid=0","acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",The template is 'acquire lock=<*> for block <*> terminating'.</s>
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",The template is 'PacketResponder <*> for block <*> terminating'.</s>
"acquire lock=173466309, flags=0x1, tag=""AudioMix"", name=audioserver, ws=null, uid=1041, pid=0","acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","The template is 'acquire lock=<*> flags=<*> tag=""<*>"" name=<*> ws=null uid=<*> pid=<*>'.</s>"
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",The template is 'PacketResponder <*> for block <*> terminating'.</s>
HBM brightnessIn =38,HBM brightnessIn =<*>,The template is 'HBM brightnessIn =<*>'.</s>
HBM brightnessOut =38,HBM brightnessOut =<*>,The template is 'HBM brightnessOut =<*>'.</s>
"Animating brightness: target=38, rate=200","Animating brightness: target=<*>, rate=<*>",The template is 'Animating brightness: <*> target=<*> rate=<*>'.</s>
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",The template is 'PacketResponder <*> for block <*> terminating'.</s>
setLightsOn(true),setLightsOn(<*>),The template is 'setLightsOn(true)'.</s>
"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","The template is 'setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)'</s>"
"setDataSource(166, 0, 576460752303423487)","setDataSource(<*>, <*>, <*>)",The template is 'setDataSource <*> for block <*> terminating'.</s>
setLightsOn(true),setLightsOn(<*>),The template is 'setLightsOn(true)'.</s>
"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","The template is 'setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)'</s>"
setLightsOn(true),setLightsOn(<*>),The template is 'setLightsOn(true)'.</s>
"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","The template is 'setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)'</s>"
setLightsOn(true),setLightsOn(<*>),The template is 'setLightsOn(true)'.</s>
"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","The template is 'setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)'</s>"
getStreamVolume  treamType: 5,getStreamVolume treamType: <*>,The template is 'getStreamVolume  treamType: <*>'.</s>
setLightsOn(true),setLightsOn(<*>),The template is 'setLightsOn(true)'.</s>
"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","The template is 'setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)'</s>"
setLightsOn(true),setLightsOn(<*>),The template is 'setLightsOn(true)'.</s>
"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","The template is 'setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)'</s>"
HBM brightnessIn =38,HBM brightnessIn =<*>,The template is 'HBM brightnessIn =<*>'.</s>
HBM brightnessOut =38,HBM brightnessOut =<*>,The template is 'HBM brightnessOut =<*>'.</s>
"Animating brightness: target=38, rate=200","Animating brightness: target=<*>, rate=<*>",The template is 'Animating brightness: <*> target=<*> rate=<*>'.</s>
"userActivityNoUpdateLocked: eventTime=261985554, event=2, flags=0x0, uid=1000","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","The template is 'userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>'</s>"
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",The template is 'PacketResponder <*> for block <*> terminating'.</s>
HBM brightnessIn =38,HBM brightnessIn =<*>,The template is 'HBM brightnessIn =<*>'.</s>
HBM brightnessOut =38,HBM brightnessOut =<*>,The template is 'HBM brightnessOut =<*>'.</s>
"Animating brightness: target=38, rate=200","Animating brightness: target=<*>, rate=<*>",The template is 'Animating brightness: <*> target=<*> rate=<*>'.</s>
Destroying surface Surface(name=PopupWindow:317e46) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,Destroying surface Surface(name=<*>) called by <*>,The template is 'Destroying surface <*> called by <*>'.</s>
setLightsOn(true),setLightsOn(<*>),The template is 'setLightsOn(true)'.</s>
"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","The template is 'setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)'</s>"
setLightsOn(true),setLightsOn(<*>),The template is 'setLightsOn(true)'.</s>
"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","The template is 'setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)'</s>"
setLightsOn(true),setLightsOn(<*>),The template is 'setLightsOn(true)'.</s>
"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","The template is 'setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)'</s>"
HBM brightnessIn =38,HBM brightnessIn =<*>,The template is 'HBM brightnessIn =<*>'.</s>
HBM brightnessOut =38,HBM brightnessOut =<*>,The template is 'HBM brightnessOut =<*>'.</s>
"Animating brightness: target=38, rate=200","Animating brightness: target=<*>, rate=<*>",The template is 'Animating brightness: <*> target=<*> rate=<*>'.</s>
setLightsOn(true),setLightsOn(<*>),The template is 'setLightsOn(true)'.</s>
"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","The template is 'setSystemUiVisibility vis=0 mask=1 oldVal=<*> newVal=<*> diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)'</s>"
Destroying surface Surface(name=InputMethod) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.destroyOrSaveSurface:2201 com.android.server.wm.WindowSurfacePlacer.performSurfacePlacementInner:517 com.android.server.wm.WindowSurfacePlacer.performSurfacePlacementLoop:291 com.android.server.wm.WindowSurfacePlacer.performSurfacePlacement:233 com.android.server.wm.WindowManagerService$H.handleMessage:8670 android.os.Handler.dispatchMessage:105,Destroying surface Surface(name=<*>) called by <*>,The template is 'Destroying surface <*> called by <*>'.</s>
"userActivityNoUpdateLocked: eventTime=261986105, event=2, flags=0x0, uid=1000","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","The template is 'userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>'</s>"
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",The template is 'PacketResponder <*> for block <*> terminating'.</s>
playSoundEffect   effectType: 0,playSoundEffect effectType: <*>,The template is 'playSoundEffect <*> effectType: <*>'.</s>
querySoundEffectsEnabled...,querySoundEffectsEnabled...,The template is 'querySoundEffectsEnabled...'</s>
HBM brightnessIn =38,HBM brightnessIn =<*>,The template is 'HBM brightnessIn =<*>'.</s>
HBM brightnessOut =38,HBM brightnessOut =<*>,The template is 'HBM brightnessOut =<*>'.</s>
"Animating brightness: target=38, rate=200","Animating brightness: target=<*>, rate=<*>",The template is 'Animating brightness: <*> target=<*> rate=<*>'.</s>
HBM brightnessIn =38,HBM brightnessIn =<*>,The template is 'HBM brightnessIn =<*>'.</s>
HBM brightnessOut =38,HBM brightnessOut =<*>,The template is 'HBM brightnessOut =<*>'.</s>
"Animating brightness: target=38, rate=200","Animating brightness: target=<*>, rate=<*>",The template is 'Animating brightness: <*> target=<*> rate=<*>'.</s>
HBM brightnessIn =38,HBM brightnessIn =<*>,The template is 'HBM brightnessIn =<*>'.</s>
HBM brightnessOut =38,HBM brightnessOut =<*>,The template is 'HBM brightnessOut =<*>'.</s>
"Animating brightness: target=38, rate=200","Animating brightness: target=<*>, rate=<*>",The template is 'Animating brightness: <*> target=<*> rate=<*>'.</s>
"userActivityNoUpdateLocked: eventTime=261986874, event=2, flags=0x0, uid=1000","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","The template is 'userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>'</s>"
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",The template is 'PacketResponder <*> for block <*> terminating'.</s>
HBM brightnessIn =38,HBM brightnessIn =<*>,The template is 'HBM brightnessIn =<*>'.</s>
HBM brightnessOut =38,HBM brightnessOut =<*>,The template is 'HBM brightnessOut =<*>'.</s>
"Animating brightness: target=38, rate=200","Animating brightness: target=<*>, rate=<*>",The template is 'Animating brightness: <*> target=<*> rate=<*>'.</s>
"userActivityNoUpdateLocked: eventTime=261987391, event=2, flags=0x0, uid=1000","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","The template is 'userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>'</s>"
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",The template is 'PacketResponder <*> for block <*> terminating'.</s>
HBM brightnessIn =38,HBM brightnessIn =<*>,The template is 'HBM brightnessIn =<*>'.</s>
HBM brightnessOut =38,HBM brightnessOut =<*>,The template is 'HBM brightnessOut =<*>'.</s>
"Animating brightness: target=38, rate=200","Animating brightness: target=<*>, rate=<*>",The template is 'Animating brightness: <*> target=<*> rate=<*>'.</s>
"updateIsPoweredLocked: wasPowered=false, mIsPowered=false, oldPlugType=0, mPlugType=0, mBatteryLevel=23","updateIsPoweredLocked: wasPowered=<*>, mIsPowered=<*>, oldPlugType=<*>, mPlugType=<*>, mBatteryLevel=<*>","The template is 'updateIsPoweredLocked: wasPowered=<*>, mIsPowered=<*>, oldPlugType=<*>, mPlugType=<*>, mBatteryLevel=<*>'</s>"
received broadcast android.intent.action.BATTERY_CHANGED,received broadcast <*>,The template is 'received broadcast <*> android.intent.action.BATTERY_CHANGED'.</s>
ACTION_BATTERY_CHANGED AMP: 0; Volt: 0,ACTION_BATTERY_CHANGED AMP: <*>; Volt: <*>,The template is 'ACTION_BATTERY_CHANGED AMP: <*>; Volt: <*>'.</s>
updateChargingLocked: charging=false,updateChargingLocked: charging=<*>,The template is 'updateChargingLocked: charging=<*>'.</s>
"onReceive, action:android.intent.action.BATTERY_CHANGED","onReceive, action:<*>","The template is 'onReceive, action:<*>'.</s>"
ACTION_BATTERY_CHANGED pluggedType: 0,ACTION_BATTERY_CHANGED pluggedType: <*>,The template is 'ACTION_BATTERY_CHANGED pluggedType: <*>'.</s>
ApStaDisabledState what=155652,ApStaDisabledState what=<*>,The template is 'ApStaDisabledState what=<*>'.</s>
DefaultState what=155652,DefaultState what=<*>,The template is 'DefaultState what=<*>'.</s>
battery changed pluggedType: 0,battery changed pluggedType: <*>,The template is 'battery changed pluggedType: <*>'.</s>
RefreshBatteryInfo isBatteryLow: 23,RefreshBatteryInfo isBatteryLow: <*>,The template is 'RefreshBatteryInfo isBatteryLow: <*>'.</s>
ChargingSpeed  Wattage: -1 ST: 5000000 --> 7500000,ChargingSpeed Wattage: <*> ST: <*> --> <*>,The template is 'ChargingSpeed Wattage: <*> ST: <*> --> <*>'.</s>
handleBatteryUpdate,handleBatteryUpdate,The template is 'handleBatteryUpdate'</s>
RefreshBatteryInfo isBatteryLow: 23,RefreshBatteryInfo isBatteryLow: <*>,The template is 'RefreshBatteryInfo isBatteryLow: <*>'.</s>
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",The template is 'PacketResponder <*> for block <*> terminating'.</s>
